reservation_id,user_id,user_type,member_status,age_group,neighborhood,hub_id,hub_name,hub_type,item_id,item_category,item_name,reservation_date,pickup_scheduled_datetime,pickup_status,pickup_actual_datetime,borrow_days,return_due_datetime,return_status,return_actual_datetime,late_hours,parts_expected,parts_returned,missing_parts_flag,damage_flag,damage_severity,cleaning_required_flag,cleaning_done_flag,staff_checkout_minutes,staff_checkin_minutes,hub_queue_length,demand_level,event_period,inventory_available_at_reserve,notifications_enabled_flag,reminders_sent_count,report_issue_in_app_flag,support_ticket_flag,ticket_type,data_entry_method,staff_notes_length,penalty_amount_usd,cancellation_flag,cancellation_reason
RHHA1PJ,U85642,Resident,New User,45-54,West End,HUB07,East Market Hub,Staffed,IGFJC5Q,Kitchen/Appliances,Slow Cooker,2025-10-24,2025-10-24 14:15:00,Picked up,2025-10-24 14:57:00,3.0,2025-10-27 14:15:00,On time,2025-10-27 14:15:00,0.0,5.0,5.0,0.0,0.0,,1.0,1.0,7.0,5.0,4,Low,Regular,1,0,0,1,0,,Handwritten notes,0,0.0,0,
RYJ3D6M,U18560,Resident,Standard,18-24,East Market,HUB06,West End Hub,Staffed,I1FMPRY,AV/Projectors,Portable Speaker,2025-10-08,2025-10-09 16:15:00,Picked up,2025-10-09 15:50:00,10.0,2025-10-19 16:15:00,Not returned,,,7.0,,0.0,0.0,,,,4.0,,2,Low,Regular,1,1,1,0,0,,Handwritten notes,10,0.0,0,
RMYOA2V,U69687,Resident,Standard,25-34,Riverside,HUB06,West End Hub,Staffed,ICYWL97,Sewing/Craft,Iron + Board,2025-08-23,2025-08-24 16:15:00,Picked up,2025-08-24 16:45:00,5.0,2025-08-29 16:15:00,On time,2025-08-29 16:15:00,0.0,2.0,1.0,1.0,0.0,,0.0,1.0,7.0,12.0,3,Low,Weekend,1,1,0,1,1,Damage,Mixed,22,0.0,0,
RA67RL2,U76080,Resident,Standard,18-24,Harbor,HUB11,Greenway Hub,Staffed,IYJ0974,Sewing/Craft,Craft Cutting Machine,2025-10-23,2025-10-24 10:30:00,No-show,,,,,,,,,,,,,,,,4,Low,Regular,1,0,0,0,0,,Electronic log,38,0.0,0,
RDH9PTF,U57833,Resident,Standard,55+,Greenway,HUB07,East Market Hub,Staffed,INM88UA,Kitchen/Appliances,Electric Griddle,2025-12-05,2025-12-06 16:15:00,Picked up,2025-12-06 16:12:00,7.0,2025-12-13 16:15:00,On time,2025-12-13 16:15:00,0.0,5.0,5.0,0.0,0.0,,0.0,1.0,4.0,14.0,2,Low,Regular,1,1,0,0,0,,Mixed,16,0.0,0,
R6S5ZXQ,U56900,Resident,Standard,25-34,West End,HUB12,Harbor Hub,Volunteer-heavy,IOMTS1E,Tools,Pressure Washer,2025-09-22,2025-09-23 11:45:00,Picked up,2025-09-23 12:01:00,7.0,2025-09-30 11:45:00,On time,2025-09-30 11:45:00,0.0,5.0,4.0,1.0,0.0,,1.0,1.0,2.0,9.0,2,High,Regular,1,1,0,0,0,,Electronic log,15,0.0,0,
RNTFPKX,U95623,Volunteer,Standard,18-24,Riverside,HUB10,Old Town Hub,Staffed+Volunteers,IYWZ76D,Kitchen/Appliances,Slow Cooker,2025-09-06,2025-09-07 13:30:00,Picked up,2025-09-07 13:32:00,10.0,2025-09-17 13:30:00,On time,2025-09-17 13:30:00,0.0,2.0,2.0,0.0,0.0,,1.0,1.0,10.0,12.0,6,Medium,Weekend,1,1,1,0,0,,Electronic log,24,0.0,0,
RXWOR17,U81451,Resident,New User,35-44,Northside,HUB02,Northside Hub,Volunteer-heavy,IDPUBKP,Tools,Cordless Drill Kit,2025-09-16,2025-09-17 16:15:00,Cancelled,,,,,,,,,,,,,,,,3,High,Regular,1,1,0,0,0,,Mixed,25,0.0,1,Changed mind
RNHQE86,U86691,Resident,Standard,25-34,University,HUB01,Downtown Hub,Staffed,IO3Z0AN,Kitchen/Appliances,Electric Griddle,2025-10-11,2025-10-11 11:00:00,Picked up,2025-10-11 11:04:00,14.0,2025-10-25 11:00:00,On time,2025-10-25 11:00:00,0.0,2.0,2.0,0.0,0.0,,1.0,1.0,11.0,11.0,9,Medium,Weekend,1,1,3,1,0,,Electronic log,27,0.0,0,
RJXL66Y,U98448,Resident,Standard,25-34,University,HUB10,Old Town Hub,Staffed+Volunteers,IA6BA24,AV/Projectors,Microphone Set,2025-10-31,2025-11-01 15:15:00,Picked up,2025-11-01 15:56:00,5.0,2025-11-06 15:15:00,On time,2025-11-06 15:15:00,0.0,7.0,6.0,1.0,0.0,,1.0,1.0,5.0,10.0,2,Low,Regular,1,0,0,1,0,,Electronic log,29,0.0,0,
RLGUPUO,U22108,Resident,Standard,55+,Lakeside,HUB05,South Park Hub,Staffed,IWOB7P7,Sewing/Craft,Knitting Kit,2025-10-04,2025-10-04 11:30:00,Picked up,2025-10-04 11:46:00,7.0,2025-10-11 11:30:00,On time,2025-10-11 11:30:00,0.0,4.0,4.0,0.0,0.0,,0.0,1.0,12.0,8.0,5,Medium,Weekend,1,0,0,0,0,,Electronic log,23,0.0,0,
ROLFIZE,U19046,Resident,Standard,45-54,East Market,HUB04,University Hub,Staffed+Volunteers,IEUO164,Sewing/Craft,Serger,2025-12-07,2025-12-07 14:45:00,Picked up,2025-12-07 14:40:00,14.0,2025-12-21 14:45:00,On time,2025-12-21 14:45:00,0.0,5.0,5.0,0.0,0.0,,0.0,1.0,10.0,10.0,7,High,Weekend,1,1,3,0,0,,Electronic log,37,0.0,0,
RDAA1FW,U38283,Resident,Standard,35-44,Riverside,HUB01,Downtown Hub,Staffed,IT9UA09,Sports,Mountain Bike,2025-12-03,2025-12-03 17:45:00,Picked up,2025-12-03 17:25:00,5.0,2025-12-08 17:45:00,Late,2025-12-10 17:45:00,48.0,3.0,3.0,0.0,1.0,Minor,0.0,1.0,3.0,6.0,1,Medium,Regular,1,0,0,0,0,,Electronic log,27,4.0,0,
RGXHG40,U23163,Resident,Standard,18-24,Greenway,HUB01,Downtown Hub,Staffed,I3NJBCF,Sewing/Craft,Craft Cutting Machine,2025-08-13,2025-08-13 14:00:00,Picked up,2025-08-13 13:43:00,5.0,2025-08-18 14:00:00,On time,2025-08-18 14:00:00,0.0,4.0,4.0,0.0,0.0,,0.0,1.0,5.0,9.0,0,Medium,Regular,1,1,1,0,0,,Handwritten notes,17,0.0,0,
R5D7EFJ,U87487,Resident,Standard,18-24,Downtown,HUB12,Harbor Hub,Volunteer-heavy,IGC46HD,Sewing/Craft,Knitting Kit,2025-11-01,2025-11-01 13:45:00,Picked up,2025-11-01 13:23:00,7.0,2025-11-08 13:45:00,On time,2025-11-08 13:45:00,0.0,2.0,2.0,0.0,0.0,,0.0,1.0,10.0,8.0,4,High,Weekend,0,1,1,1,0,,Handwritten notes,11,0.0,0,
RRWHP6W,U10707,Volunteer,Standard,35-44,Downtown,HUB10,Old Town Hub,Staffed+Volunteers,IQFK6XW,Kitchen/Appliances,Stand Mixer,2025-11-25,2025-11-25 10:00:00,Picked up,2025-11-25 09:45:00,5.0,2025-11-30 10:00:00,On time,2025-11-30 10:00:00,0.0,6.0,6.0,0.0,0.0,,0.0,1.0,9.0,16.0,17,High,Holiday/Peak,1,1,2,0,0,,Handwritten notes,0,0.0,0,
R9RWTF0,U91697,Resident,Frequent Borrower,25-34,Downtown,HUB08,Hilltop Hub,Volunteer-heavy,I7GBASF,Tools,Pressure Washer,2025-09-10,2025-09-10 15:15:00,Picked up,2025-09-10 15:00:00,7.0,2025-09-17 15:15:00,On time,2025-09-17 15:15:00,0.0,3.0,3.0,0.0,0.0,,1.0,1.0,6.0,5.0,0,Medium,Regular,1,1,3,0,0,,Electronic log,20,0.0,0,
RBEDYEJ,U51045,Resident,Frequent Borrower,45-54,West End,HUB10,Old Town Hub,Staffed+Volunteers,IHDZXQ3,Tools,Circular Saw,2025-09-17,2025-09-17 10:45:00,Picked up,2025-09-17 10:32:00,10.0,2025-09-27 10:45:00,On time,2025-09-27 10:45:00,0.0,4.0,4.0,0.0,0.0,,1.0,1.0,9.0,8.0,5,Medium,Regular,1,1,2,1,0,,Mixed,16,0.0,0,
R7JH4Z8,U41632,Resident,Frequent Borrower,35-44,East Market,HUB09,Lakeside Hub,Staffed+Volunteers,ID2VFHZ,AV/Projectors,Camera Tripod,2025-11-21,2025-11-21 12:00:00,Picked up,2025-11-21 12:43:00,3.0,2025-11-24 12:00:00,On time,2025-11-24 12:00:00,0.0,7.0,7.0,0.0,0.0,,0.0,1.0,10.0,7.0,3,Medium,Regular,1,1,1,0,0,,Electronic log,16,0.0,0,
RVJLDNH,U37091,Resident,Standard,35-44,East Market,HUB04,University Hub,Staffed+Volunteers,IM63Q68,Kitchen/Appliances,Slow Cooker,2025-10-03,2025-10-04 13:30:00,Picked up,2025-10-04 13:27:00,5.0,2025-10-09 13:30:00,On time,2025-10-09 13:30:00,0.0,2.0,2.0,0.0,0.0,,1.0,1.0,10.0,8.0,3,Medium,Regular,1,1,1,0,0,,Electronic log,42,0.0,0,
RK3X8MB,U25094,Volunteer,Standard,25-34,South Park,HUB08,Hilltop Hub,Volunteer-heavy,IGL2MCX,AV/Projectors,Camera Tripod,2025-08-25,2025-08-25 12:15:00,Picked up,2025-08-25 13:18:00,7.0,2025-09-01 12:15:00,On time,2025-09-01 12:15:00,0.0,5.0,5.0,0.0,1.0,Minor,1.0,1.0,8.0,8.0,4,Low,Regular,1,0,0,0,0,,Electronic log,23,0.0,0,
RELALQ2,U54747,Resident,Frequent Borrower,25-34,West End,HUB05,South Park Hub,Staffed,I6UNVSD,Camping,Camping Stove,2025-08-02,2025-08-02 13:45:00,No-show,,,,,,,,,,,,,,,,3,High,Weekend,1,1,1,0,0,,Handwritten notes,13,0.0,0,
R83YUXY,U41314,Resident,Standard,25-34,South Park,HUB01,Downtown Hub,Staffed,IP3HBRB,Sewing/Craft,Knitting Kit,2025-12-06,2025-12-06 16:45:00,Picked up,2025-12-06 18:49:00,5.0,2025-12-11 16:45:00,On time,2025-12-11 16:45:00,0.0,2.0,2.0,0.0,0.0,,0.0,1.0,10.0,3.0,3,Medium,Weekend,1,1,2,0,0,,Electronic log,29,0.0,0,
REGLNUK,U45118,Resident,Standard,55+,South Park,HUB06,West End Hub,Staffed,IX496K4,Kitchen/Appliances,Stand Mixer,2025-10-19,2025-10-19 10:30:00,Picked up,2025-10-19 10:45:00,14.0,2025-11-02 10:30:00,On time,2025-11-02 10:30:00,0.0,4.0,3.0,1.0,0.0,,0.0,1.0,3.0,14.0,6,Medium,Weekend,1,0,0,0,1,App issue,Electronic log,33,0.0,0,
R7BXCD2,U50747,Resident,Standard,35-44,East Market,HUB05,South Park Hub,Staffed,I0J1OUL,Tools,Ladder (6ft),2025-08-16,2025-08-16 13:30:00,Picked up,2025-08-16 14:25:00,7.0,2025-08-23 13:30:00,On time,2025-08-23 13:30:00,0.0,4.0,3.0,1.0,0.0,,1.0,0.0,4.0,10.0,5,High,Weekend,1,1,0,0,1,Missing parts,Electronic log,32,0.0,0,
RK9RX64,U56778,Resident,Standard,18-24,Old Town,HUB09,Lakeside Hub,Staffed+Volunteers,I7DI3E9,Tools,Toolbox Set,2025-10-24,2025-10-25 13:45:00,Picked up,2025-10-25 13:43:00,14.0,2025-11-08 13:45:00,On time,2025-11-08 13:45:00,0.0,5.0,5.0,0.0,0.0,,0.0,1.0,9.0,5.0,3,Medium,Regular,1,0,0,0,0,,Electronic log,39,0.0,0,
RID033T,U61116,Resident,Frequent Borrower,35-44,Harbor,HUB02,Northside Hub,Volunteer-heavy,IAYB5BB,Sewing/Craft,Iron + Board,2025-10-07,2025-10-07 10:00:00,Picked up,2025-10-07 09:23:00,10.0,2025-10-17 10:00:00,On time,2025-10-17 10:00:00,0.0,4.0,4.0,0.0,0.0,,0.0,1.0,8.0,3.0,2,Medium,Regular,1,1,0,0,0,,Electronic log,22,0.0,0,
RLW3JGE,U25211,Resident,Standard,45-54,South Park,HUB01,Downtown Hub,Staffed,IQE5158,Tools,Pressure Washer,2025-11-03,2025-11-05 15:00:00,Picked up,2025-11-05 15:09:00,3.0,2025-11-08 15:00:00,Late,2025-11-08 21:00:00,6.0,4.0,4.0,0.0,0.0,,1.0,0.0,10.0,7.0,2,Medium,Regular,1,1,1,0,0,,Mixed,21,0.5,0,
RYSIRRK,U33054,Resident,Frequent Borrower,25-34,East Market,HUB03,Riverside Hub,Staffed+Volunteers,I1RD1ZM,Sewing/Craft,Iron + Board,2025-10-18,2025-10-18 12:15:00,Cancelled,,,,,,,,,,,,,,,,6,Medium,Weekend,1,1,1,0,0,,Electronic log,25,0.0,1,Item not available
RZCRHYQ,U46911,Resident,Standard,35-44,University,HUB01,Downtown Hub,Staffed,INRM31S,Sewing/Craft,Serger,2025-10-17,2025-10-18 12:00:00,Cancelled,,,,,,,,,,,,,,,,2,Medium,Regular,1,1,0,0,0,,Mixed,27,0.0,1,Schedule conflict
RX4DE7N,U64875,Resident,Frequent Borrower,45-54,West End,HUB08,Hilltop Hub,Volunteer-heavy,IQWHOCP,Sports,Tennis Racket Set,2025-10-24,2025-10-25 15:45:00,Picked up,2025-10-25 16:47:00,7.0,2025-11-01 15:45:00,On time,2025-11-01 15:45:00,0.0,3.0,3.0,0.0,1.0,Minor,0.0,1.0,13.0,10.0,4,Low,Regular,0,1,0,0,1,Missing parts,Electronic log,32,0.0,0,
RXF50I6,U80371,Resident,Standard,18-24,Greenway,HUB01,Downtown Hub,Staffed,IGBXQJ7,Sports,Yoga Kit,2025-09-28,2025-09-29 15:30:00,Picked up,2025-09-29 15:16:00,10.0,2025-10-09 15:30:00,On time,2025-10-09 15:30:00,0.0,6.0,6.0,0.0,0.0,,1.0,0.0,14.0,8.0,4,Medium,Weekend,0,0,0,0,0,,Electronic log,27,0.0,0,
RHOPMPN,U31220,Volunteer,Standard,35-44,Northside,HUB05,South Park Hub,Staffed,IBN7GGG,Sports,Tennis Racket Set,2025-11-06,2025-11-07 16:00:00,Picked up,2025-11-07 16:03:00,3.0,2025-11-10 16:00:00,On time,2025-11-10 16:00:00,0.0,5.0,5.0,0.0,1.0,Minor,0.0,1.0,9.0,8.0,4,Medium,Regular,1,1,1,1,1,Damage,Mixed,36,0.0,0,
RRPYX8H,U55373,Resident,Standard,35-44,South Park,HUB02,Northside Hub,Volunteer-heavy,IBBJCDI,AV/Projectors,LED Light Kit,2025-11-10,2025-11-10 09:30:00,Picked up,2025-11-10 10:15:00,7.0,2025-11-17 09:30:00,On time,2025-11-17 09:30:00,0.0,8.0,8.0,0.0,1.0,Minor,1.0,1.0,8.0,5.0,1,Medium,Regular,1,0,1,1,0,,Mixed,23,0.0,0,
ROD05JH,U97945,Resident,Standard,45-54,Old Town,HUB09,Lakeside Hub,Staffed+Volunteers,I2MKV0D,Sewing/Craft,Iron + Board,2025-08-23,2025-08-23 15:45:00,Picked up,2025-08-23 15:46:00,10.0,2025-09-02 15:45:00,On time,2025-09-02 15:45:00,0.0,5.0,5.0,0.0,0.0,,0.0,1.0,9.0,8.0,8,Medium,Weekend,0,1,1,0,0,,Mixed,29,0.0,0,
RRK6ILC,U50674,Resident,Standard,45-54,Lakeside,HUB06,West End Hub,Staffed,IG6FARM,Sewing/Craft,Knitting Kit,2025-11-13,2025-11-14 17:15:00,No-show,,,,,,,,,,,,,,,,2,Medium,Regular,0,0,0,0,0,,Electronic log,12,0.0,0,
RG1AMRA,U28564,Resident,Standard,18-24,Riverside,HUB12,Harbor Hub,Volunteer-heavy,I5RBAYK,Sports,Kayak Set,2025-10-31,2025-10-31 13:30:00,Picked up,2025-10-31 13:44:00,7.0,2025-11-07 13:30:00,On time,2025-11-07 13:30:00,0.0,4.0,4.0,0.0,1.0,Moderate,0.0,1.0,5.0,3.0,1,High,Regular,1,1,1,0,0,,Handwritten notes,18,0.0,0,
RGFDK0Q,U20091,Resident,Standard,35-44,University,HUB06,West End Hub,Staffed,I09JRNA,AV/Projectors,LED Light Kit,2025-12-18,2025-12-20 10:00:00,Picked up,2025-12-20 10:29:00,5.0,2025-12-25 10:00:00,On time,2025-12-25 10:00:00,0.0,5.0,5.0,0.0,0.0,,1.0,0.0,5.0,5.0,1,Medium,Regular,1,0,0,0,0,,Electronic log,35,0.0,0,
R6146VE,U15041,Resident,Standard,45-54,West End,HUB11,Greenway Hub,Staffed,IY0A94X,Sports,Soccer Goal Set,2025-11-24,2025-11-25 16:30:00,Picked up,2025-11-25 17:21:00,5.0,2025-11-30 16:30:00,On time,2025-11-30 16:30:00,0.0,6.0,6.0,0.0,0.0,,0.0,1.0,9.0,10.0,7,Medium,Holiday/Peak,1,1,0,0,0,,Electronic log,27,0.0,0,
RBUZPHD,U37541,Resident,Standard,45-54,Riverside,HUB10,Old Town Hub,Staffed+Volunteers,I7NDJWT,Sports,Tennis Racket Set,2025-11-06,2025-11-08 17:15:00,No-show,,,,,,,,,,,,,,,,4,Medium,Regular,1,0,0,0,0,,Electronic log,33,0.0,0,
RJY5OP9,U60313,Resident,Standard,35-44,Hilltop,HUB09,Lakeside Hub,Staffed+Volunteers,ILBSMWP,AV/Projectors,Portable Speaker,2025-12-30,2025-12-30 12:30:00,Picked up,2025-12-30 12:02:00,7.0,2026-01-06 12:30:00,On time,2026-01-06 12:30:00,0.0,5.0,5.0,0.0,0.0,,0.0,1.0,6.0,7.0,1,Medium,Regular,1,1,3,1,0,,Handwritten notes,27,0.0,0,
RK8RYQF,U80280,Resident,New User,55+,Hilltop,HUB04,University Hub,Staffed+Volunteers,I8WXKK2,AV/Projectors,Microphone Set,2025-12-18,2025-12-20 13:00:00,Picked up,2025-12-20 12:26:00,7.0,2025-12-27 13:00:00,On time,2025-12-27 13:00:00,0.0,5.0,5.0,0.0,0.0,,0.0,1.0,6.0,14.0,5,Medium,Regular,1,1,1,1,0,,Electronic log,19,0.0,0,
RH3ERAM,U96888,Resident,New User,45-54,Downtown,HUB11,Greenway Hub,Staffed,I4BE52S,Kitchen/Appliances,Stand Mixer,2025-09-17,2025-09-17 10:30:00,Picked up,2025-09-17 12:03:00,7.0,2025-09-24 10:30:00,On time,2025-09-24 10:30:00,0.0,3.0,3.0,0.0,0.0,,0.0,1.0,8.0,3.0,3,Medium,Regular,1,1,1,0,0,,Electronic log,24,0.0,0,
RZF0P7K,U64039,Resident,Standard,55+,Lakeside,HUB08,Hilltop Hub,Volunteer-heavy,IB7IYNO,Camping,4-Person Tent,2025-09-24,2025-09-24 09:30:00,Cancelled,,,,,,,,,,,,,,,,5,Medium,Regular,1,1,0,0,0,,Handwritten notes,14,0.0,1,Schedule conflict
RVGP52F,U44318,Resident,Standard,35-44,Northside,HUB04,University Hub,Staffed+Volunteers,I1JOHKK,Sports,Soccer Goal Set,2025-08-29,2025-08-30 13:00:00,Picked up,2025-08-30 13:38:00,14.0,2025-09-13 13:00:00,On time,2025-09-13 13:00:00,0.0,3.0,3.0,0.0,0.0,,0.0,1.0,6.0,6.0,2,Medium,Regular,1,1,1,0,0,,Electronic log,20,0.0,0,
RG24DSY,U86536,Resident,Frequent Borrower,55+,Greenway,HUB12,Harbor Hub,Volunteer-heavy,ISYMMQ8,Kitchen/Appliances,Electric Griddle,2025-11-23,2025-11-24 13:45:00,Picked up,2025-11-24 14:26:00,5.0,2025-11-29 13:45:00,Late,2025-11-29 15:45:00,2.0,4.0,4.0,0.0,0.0,,0.0,1.0,10.0,14.0,9,High,Holiday/Peak,1,1,1,0,0,,Electronic log,16,0.17,0,
RA1DF62,U69967,Volunteer,Standard,25-34,Hilltop,HUB05,South Park Hub,Staffed,IUNW65B,Tools,Ladder (6ft),2025-10-20,2025-10-20 15:15:00,Picked up,2025-10-20 16:15:00,5.0,2025-10-25 15:15:00,On time,2025-10-25 15:15:00,0.0,6.0,6.0,0.0,1.0,Minor,0.0,1.0,8.0,8.0,3,Low,Regular,1,1,2,0,0,,Electronic log,36,0.0,0,
RYQ1S4D,U49965,Resident,Standard,35-44,East Market,HUB07,East Market Hub,Staffed,IJ9DV3U,Camping,Backpacking Pack,2025-09-25,2025-09-25 14:30:00,Picked up,2025-09-25 13:59:00,7.0,2025-10-02 14:30:00,On time,2025-10-02 14:30:00,0.0,6.0,6.0,0.0,0.0,,1.0,1.0,2.0,12.0,2,Medium,Regular,1,1,1,0,0,,Handwritten notes,14,0.0,0,
REVSZZS,U34073,Nonprofit Partner,Standard,35-44,Harbor,HUB09,Lakeside Hub,Staffed+Volunteers,IU8E6XF,Sports,Kayak Set,2025-09-06,2025-09-06 17:45:00,Picked up,2025-09-06 18:27:00,10.0,2025-09-16 17:45:00,Late,2025-09-16 19:45:00,2.0,2.0,2.0,0.0,1.0,Moderate,0.0,1.0,8.0,13.0,4,High,Weekend,1,0,0,0,1,Damage,Electronic log,2,0.17,0,
R3WHCF5,U88186,Resident,Frequent Borrower,55+,Greenway,HUB07,East Market Hub,Staffed,ISIDASO,Sports,Kayak Set,2025-10-02,2025-10-03 11:00:00,Picked up,2025-10-03 11:35:00,14.0,2025-10-17 11:00:00,Late,2025-10-18 11:00:00,24.0,3.0,1.0,1.0,0.0,,1.0,1.0,5.0,8.0,2,Medium,Regular,0,1,1,0,1,Damage,Handwritten notes,0,2.0,0,
RRGI4JW,U29397,Resident,Frequent Borrower,25-34,Northside,HUB12,Harbor Hub,Volunteer-heavy,IPXEFAF,Sports,Tennis Racket Set,2025-08-23,2025-08-23 14:15:00,Picked up,2025-08-23 14:33:00,14.0,2025-09-06 14:15:00,On time,2025-09-06 14:15:00,0.0,4.0,4.0,0.0,0.0,,1.0,0.0,14.0,5.0,4,High,Weekend,1,1,1,0,0,,Mixed,42,0.0,0,
RG0TRKY,U68514,Resident,Standard,35-44,Harbor,HUB03,Riverside Hub,Staffed+Volunteers,I8RYOZD,Sewing/Craft,Serger,2025-09-15,2025-09-15 10:30:00,Picked up,2025-09-15 11:04:00,7.0,2025-09-22 10:30:00,Late,2025-09-25 10:30:00,72.0,4.0,4.0,0.0,0.0,,1.0,0.0,9.0,17.0,6,Medium,Regular,1,1,2,1,0,,Mixed,30,6.0,0,
RBQUAKX,U34771,Resident,Standard,25-34,East Market,HUB02,Northside Hub,Volunteer-heavy,I6WB68Q,Kitchen/Appliances,Air Fryer,2025-09-20,2025-09-21 17:00:00,Picked up,2025-09-21 17:45:00,5.0,2025-09-26 17:00:00,Not returned,,,5.0,,0.0,0.0,,,,9.0,,7,Medium,Weekend,1,0,0,0,0,,Electronic log,6,0.0,0,
RAFS4H6,U25653,Resident,Standard,35-44,Harbor,HUB12,Harbor Hub,Volunteer-heavy,ISSGFXU,Kitchen/Appliances,Blender,2025-10-10,2025-10-11 12:45:00,Picked up,2025-10-11 13:20:00,3.0,2025-10-14 12:45:00,On time,2025-10-14 12:45:00,0.0,4.0,4.0,0.0,0.0,,1.0,0.0,6.0,3.0,0,Low,Regular,1,1,1,0,0,,Mixed,37,0.0,0,
RK1KO6X,U78120,Resident,Frequent Borrower,45-54,Hilltop,HUB03,Riverside Hub,Staffed+Volunteers,INQXU71,Sewing/Craft,Serger,2025-08-23,2025-08-24 10:15:00,Picked up,2025-08-24 10:43:00,10.0,2025-09-03 10:15:00,On time,2025-09-03 10:15:00,0.0,4.0,4.0,0.0,0.0,,0.0,1.0,6.0,14.0,7,Medium,Weekend,1,1,2,1,0,,Electronic log,42,0.0,0,
RZVUV3C,U36430,Resident,Standard,45-54,Lakeside,HUB05,South Park Hub,Staffed,IB0IXRY,Sports,Mountain Bike,2025-11-13,2025-11-13 17:00:00,Picked up,2025-11-13 16:38:00,14.0,2025-11-27 17:00:00,On time,2025-11-27 17:00:00,0.0,4.0,4.0,0.0,0.0,,1.0,0.0,3.0,9.0,2,Low,Regular,1,1,1,0,0,,Mixed,27,0.0,0,
RD50N97,U68612,Nonprofit Partner,Standard,45-54,West End,HUB02,Northside Hub,Volunteer-heavy,ICJB0PN,Camping,Sleeping Bag Set,2025-11-11,2025-11-12 11:45:00,Picked up,2025-11-12 11:34:00,10.0,2025-11-22 11:45:00,On time,2025-11-22 11:45:00,0.0,4.0,4.0,0.0,0.0,,1.0,1.0,8.0,13.0,2,Medium,Regular,1,1,1,0,0,,Handwritten notes,9,0.0,0,
RLZN9UH,U62084,Resident,New User,45-54,Greenway,HUB10,Old Town Hub,Staffed+Volunteers,IJPKHF3,Tools,Circular Saw,2025-11-08,2025-11-09 10:45:00,Picked up,2025-11-09 11:20:00,7.0,2025-11-16 10:45:00,On time,2025-11-16 10:45:00,0.0,7.0,5.0,1.0,1.0,Minor,1.0,1.0,9.0,11.0,6,Medium,Weekend,1,0,0,0,0,,Mixed,38,0.0,0,
RA8DBFA,U90650,Resident,Standard,18-24,University,HUB11,Greenway Hub,Staffed,I1U5MY8,Tools,Ladder (6ft),2025-12-25,2025-12-26 17:15:00,Picked up,2025-12-26 18:25:00,3.0,2025-12-29 17:15:00,On time,2025-12-29 17:15:00,0.0,5.0,5.0,0.0,0.0,,0.0,1.0,10.0,13.0,15,High,Holiday/Peak,0,0,1,0,0,,Electronic log,10,0.0,0,
RR3URMW,U38242,Resident,Standard,25-34,Harbor,HUB02,Northside Hub,Volunteer-heavy,IUECPNC,Sewing/Craft,Knitting Kit,2025-10-31,2025-10-31 12:00:00,Picked up,2025-10-31 12:06:00,7.0,2025-11-07 12:00:00,Late,2025-11-09 12:00:00,48.0,4.0,4.0,0.0,0.0,,1.0,1.0,12.0,5.0,4,Low,Regular,1,1,2,1,0,,Handwritten notes,6,4.0,0,
RKEIVLI,U77041,Resident,Standard,55+,Northside,HUB10,Old Town Hub,Staffed+Volunteers,I77JZC5,Camping,Camping Lantern Kit,2025-10-10,2025-10-10 15:00:00,Picked up,2025-10-10 15:39:00,14.0,2025-10-24 15:00:00,On time,2025-10-24 15:00:00,0.0,5.0,5.0,0.0,0.0,,1.0,1.0,8.0,9.0,2,Low,Regular,1,1,2,0,0,,Mixed,30,0.0,0,
RU47SOC,U90717,Resident,Standard,35-44,South Park,HUB05,South Park Hub,Staffed,IZDQ7JB,Tools,Ladder (6ft),2025-10-03,2025-10-04 13:15:00,No-show,,,,,,,,,,,,,,,,3,Low,Regular,1,0,0,0,0,,Electronic log,22,0.0,0,
RH5CH3L,U56791,Resident,Standard,25-34,West End,HUB12,Harbor Hub,Volunteer-heavy,I16CR3U,Kitchen/Appliances,Blender,2025-08-14,2025-08-15 15:00:00,Picked up,2025-08-15 15:12:00,3.0,2025-08-18 15:00:00,On time,2025-08-18 15:00:00,0.0,6.0,3.0,1.0,0.0,,1.0,0.0,8.0,4.0,3,High,Regular,1,1,2,0,1,App issue,Mixed,25,0.0,0,
RMCO075,U89341,Resident,Standard,45-54,Old Town,HUB02,Northside Hub,Volunteer-heavy,IRE0DRI,Sewing/Craft,Sewing Machine,2025-11-27,2025-11-27 16:15:00,Picked up,2025-11-27 16:41:00,10.0,2025-12-07 16:15:00,Not returned,,,3.0,,0.0,0.0,,,,11.0,,8,High,Holiday/Peak,0,1,3,0,0,,Mixed,18,0.0,0,
RK48AB1,U57445,Nonprofit Partner,Standard,25-34,West End,HUB05,South Park Hub,Staffed,I3T4Y0T,Kitchen/Appliances,Slow Cooker,2025-11-19,2025-11-20 15:30:00,Picked up,2025-11-20 14:44:00,7.0,2025-11-27 15:30:00,Late,2025-11-27 17:30:00,2.0,3.0,3.0,0.0,0.0,,1.0,1.0,10.0,13.0,3,Low,Regular,1,0,0,0,0,,Electronic log,30,0.17,0,
